Time,Force1,Force,Disp1,Disp2,Sensor
0.0,0.7655677655677655,0.7760439560439559,0.0,0.0,0.7961904761904761
0.009999999999763531,0.5278388278388279,0.552014652014652,0.0,0.0,0.41340659340659336
0.01999999999998181,0.7679853479853479,0.7808791208791208,0.0,0.0,0.8002197802197801
0.02999999999974534,0.5294505494505495,0.5552380952380952,0.0,0.0,0.4142124542124542
0.03999999999996362,0.7704029304029303,0.7824908424908424,0.0,0.0,0.8034432234432234
0.04999999999972715,0.5302564102564102,0.5544322344322344,0.0,0.0,0.41340659340659336
0.05999999999994543,0.7720146520146519,0.7849084249084248,0.0,0.0,0.8058608058608059
0.06999999999970896,0.5294505494505495,0.5552380952380952,0.0,0.0,0.4142124542124542
0.07999999999992724,0.7728205128205128,0.7832967032967033,0.0,0.0,0.8042490842490841
0.08999999999969077,0.531062271062271,0.5528205128205127,0.0,0.0,0.4126007326007326
0.09999999999990905,0.7752380952380952,0.7849084249084248,0.0,0.0,0.8082783882783882
0.10999999999967258,0.5286446886446886,0.552014652014652,0.0,0.0,0.41340659340659336
0.11999999999989086,0.7744322344322344,0.7800732600732599,0.0,0.0,0.8082783882783882
0.1299999999996544,0.5262271062271062,0.5439560439560439,0.0,0.0,0.4126007326007326
0.13999999999987267,0.7760439560439559,0.7808791208791208,0.0,0.0,0.8082783882783882
0.1499999999996362,0.5262271062271062,0.5431501831501832,0.0,0.0,0.4117948717948718
0.15999999999985448,0.7760439560439559,0.7800732600732599,0.0,0.0,0.8106959706959707
0.169999999999618,0.5262271062271062,0.5463736263736264,0.0,0.0,0.4117948717948718
0.1799999999998363,0.7776556776556777,0.7849084249084248,0.0,0.0,0.8123076923076922
0.18999999999959982,0.5262271062271062,0.5463736263736264,0.0,0.0,0.4117948717948718
0.1999999999998181,0.7776556776556777,0.7776556776556777,0.0,0.0,0.813113553113553
0.20999999999958163,0.5262271062271062,0.5431501831501832,0.0,0.0,0.4117948717948718
0.2199999999997999,0.7800732600732599,0.7800732600732599,0.0,0.0,0.8219780219780219
0.2300000000000182,0.5246153846153846,0.5399267399267399,0.0,0.0,0.41501831501831504
0.23999999999978172,0.7816849816849817,0.7857142857142857,0.0,0.0,0.8219780219780219
0.25,0.5246153846153846,0.5463736263736264,0.0,0.0,0.4117948717948718
0.25999999999976353,0.7905494505494505,0.7897435897435897,0.0,0.0,0.8195604395604396
0.2699999999999818,0.535091575091575,0.5495970695970696,0.0,0.0,0.4117948717948718
0.27999999999974534,0.7994139194139194,0.7897435897435897,0.0,0.0,0.8195604395604396
0.2899999999999636,0.535091575091575,0.5431501831501832,0.0,0.0,0.4117948717948718
0.29999999999972715,0.7897435897435897,0.7808791208791208,0.0,0.0,0.8195604395604396
0.30999999999994543,0.527032967032967,0.539120879120879,0.0,0.0,0.4117948717948718
0.31999999999970896,0.7873260073260073,0.7913553113553113,0.0,0.0,0.8227838827838827
0.32999999999992724,0.5246153846153846,0.547985347985348,0.0,0.0,0.4117948717948718
0.33999999999969077,0.7865201465201465,0.7945787545787545,0.0,0.0,0.8235897435897436
0.34999999999990905,0.5221978021978022,0.5455677655677655,0.0,0.0,0.4117948717948718
0.3599999999996726,0.7849084249084248,0.784102564102564,0.0,0.0,0.8235897435897436
0.36999999999989086,0.5205860805860805,0.5415384615384615,0.0,0.0,0.41098901098901097
0.3799999999996544,0.7881318681318681,0.7953846153846154,0.0,0.0,0.8252014652014652
0.38999999999987267,0.5205860805860805,0.5487912087912087,0.0,0.0,0.41098901098901097
0.3999999999996362,0.7881318681318681,0.7994139194139194,0.0,0.0,0.8276190476190476
0.4099999999998545,0.5197802197802198,0.5487912087912087,0.0,0.0,0.41018315018315016
0.419999999999618,0.7889377289377288,0.7994139194139194,0.0,0.0,0.8284249084249083
0.4299999999998363,0.5197802197802198,0.547985347985348,0.0,0.0,0.40937728937728934
0.4399999999995998,0.7913553113553113,0.7994139194139194,0.0,0.0,0.8292307692307692
0.4499999999998181,0.5197802197802198,0.5439560439560439,0.0,0.0,0.40857142857142853
0.45999999999958163,0.792967032967033,0.7905494505494505,0.0,0.0,0.8300366300366301
0.4699999999997999,0.5205860805860805,0.539120879120879,0.0,0.0,0.40695970695970696
0.4800000000000182,0.7945787545787545,0.796996336996337,0.0,0.0,0.8332600732600732
0.4899999999997817,0.5197802197802198,0.5423443223443224,0.0,0.0,0.40776556776556777
0.5,0.7945787545787545,0.7994139194139194,0.0,0.0,0.8348717948717949
0.5099999999997635,0.518974358974359,0.5439560439560439,0.0,0.0,0.40776556776556777
0.5199999999999818,0.7953846153846154,0.801025641025641,0.0,0.0,0.8364835164835164
0.5299999999997453,0.5173626373626373,0.5447619047619047,0.0,0.0,0.40695970695970696
0.5399999999999636,0.7961904761904761,0.8034432234432234,0.0,0.0,0.8380952380952381
0.5499999999997272,0.5181684981684982,0.5447619047619047,0.0,0.0,0.4037362637362637
0.5599999999999454,0.796996336996337,0.8042490842490841,0.0,0.0,0.8389010989010989
0.569999999999709,0.5165567765567765,0.5399267399267399,0.0,0.0,0.4061538461538461
0.5799999999999272,0.796996336996337,0.801025641025641,0.0,0.0,0.8413186813186813
0.5899999999996908,0.5157509157509158,0.5367032967032966,0.0,0.0,0.4061538461538461
0.599999999999909,0.7994139194139194,0.8026373626373625,0.0,0.0,0.8429304029304029
0.6099999999996726,0.5157509157509158,0.5415384615384615,0.0,0.0,0.40534798534798533
0.6199999999998909,0.7994139194139194,0.8066666666666666,0.0,0.0,0.8526007326007325
0.6299999999996544,0.5157509157509158,0.5439560439560439,0.0,0.0,0.41098901098901097
0.6399999999998727,0.8002197802197801,0.8066666666666666,0.0,0.0,0.8534065934065934
0.6499999999996362,0.5133333333333333,0.5407326007326007,0.0,0.0,0.40937728937728934
0.6599999999998545,0.801025641025641,0.8066666666666666,0.0,0.0,0.8534065934065934
0.669999999999618,0.5141391941391942,0.5415384615384615,0.0,0.0,0.40857142857142853
0.6799999999998363,0.8026373626373625,0.8098901098901099,0.0,0.0,0.8566300366300366
0.6899999999995998,0.5133333333333333,0.5407326007326007,0.0,0.0,0.40776556776556777
0.6999999999998181,0.8034432234432234,0.8106959706959707,0.0,0.0,0.8574358974358974
0.7099999999995816,0.5117216117216117,0.5423443223443224,0.0,0.0,0.4061538461538461
0.7199999999997999,0.8066666666666666,0.8042490842490841,0.0,0.0,0.8526007326007325
