Time,F1,F2,Disp1,Disp2,Sensor
0.0,0.8550183150183149,0.8324542124542124,0.0,0.0,0.8743589743589744
0.009999999999763531,0.47545787545787543,0.5165567765567765,0.0,0.0,0.36747252747252745
0.01999999999998181,0.871941391941392,0.8453479853479853,0.0,0.0,0.8985347985347986
0.02999999999974534,0.47706959706959706,0.5125274725274724,0.0,0.0,0.3723076923076923
0.03999999999996362,0.8727472527472526,0.8389010989010989,0.0,0.0,0.9057875457875457
0.04999999999972715,0.47868131868131863,0.518974358974359,0.0,0.0,0.38278388278388276
0.05999999999994543,0.8743589743589744,0.8461538461538461,0.0,0.0,0.9106227106227106
0.06999999999970896,0.47868131868131863,0.5205860805860805,0.0,0.0,0.38600732600732596
0.07999999999992724,0.8743589743589744,0.8405128205128204,0.0,0.0,0.9098168498168497
0.08999999999969077,0.4794871794871795,0.518974358974359,0.0,0.0,0.3868131868131868
0.09999999999990905,0.8743589743589744,0.8453479853479853,0.0,0.0,0.9114285714285714
0.10999999999967258,0.47868131868131863,0.5205860805860805,0.0,0.0,0.3843956043956044
0.11999999999989086,0.871941391941392,0.8397069597069596,0.0,0.0,0.9065934065934066
0.1299999999996544,0.48029304029304026,0.518974358974359,0.0,0.0,0.3868131868131868
0.13999999999987267,0.8743589743589744,0.8453479853479853,0.0,0.0,0.9073992673992674
0.1499999999996362,0.4778754578754578,0.5238095238095238,0.0,0.0,0.38278388278388276
0.15999999999985448,0.8727472527472526,0.8485714285714285,0.0,0.0,0.9057875457875457
0.169999999999618,0.4794871794871795,0.5246153846153846,0.0,0.0,0.38520146520146514
0.1799999999998363,0.8727472527472526,0.8453479853479853,0.0,0.0,0.9065934065934066
0.18999999999959982,0.47868131868131863,0.5286446886446886,0.0,0.0,0.3843956043956044
0.1999999999998181,0.8735531135531135,0.8485714285714285,0.0,0.0,0.9057875457875457
0.21000000000003638,0.4810989010989011,0.527032967032967,0.0,0.0,0.38278388278388276
0.2199999999997999,0.8735531135531135,0.8493772893772893,0.0,0.0,0.9049816849816849
0.2300000000000182,0.4810989010989011,0.527032967032967,0.0,0.0,0.38358974358974357
0.23999999999978172,0.8735531135531135,0.8509890109890109,0.0,0.0,0.9041758241758242
0.25,0.48029304029304026,0.5286446886446886,0.0,0.0,0.38278388278388276
0.25999999999976353,0.8727472527472526,0.8542124542124542,0.0,0.0,0.9057875457875457
0.2699999999999818,0.4810989010989011,0.5358974358974359,0.0,0.0,0.38358974358974357
0.27999999999974534,0.8727472527472526,0.8574358974358974,0.0,0.0,0.9041758241758242
0.2899999999999636,0.4810989010989011,0.5367032967032966,0.0,0.0,0.38520146520146514
0.29999999999972715,0.8727472527472526,0.8574358974358974,0.0,0.0,0.9049816849816849
0.30999999999994543,0.4810989010989011,0.5302564102564102,0.0,0.0,0.38358974358974357
0.31999999999970896,0.871941391941392,0.8509890109890109,0.0,0.0,0.9025641025641026
0.32999999999992724,0.4819047619047619,0.5367032967032966,0.0,0.0,0.39003663003662997
0.33999999999969077,0.8735531135531135,0.8558241758241758,0.0,0.0,0.9049816849816849
0.34999999999990905,0.48271062271062265,0.539120879120879,0.0,0.0,0.3868131868131868
0.3599999999996726,0.8727472527472526,0.8598534798534798,0.0,0.0,0.9033699633699633
0.36999999999989086,0.4819047619047619,0.5367032967032966,0.0,0.0,0.3843956043956044
0.3799999999996544,0.8711355311355311,0.8574358974358974,0.0,0.0,0.9025641025641026
0.38999999999987267,0.4819047619047619,0.539120879120879,0.0,0.0,0.38520146520146514
0.3999999999996362,0.871941391941392,0.8582417582417582,0.0,0.0,0.9001465201465201
0.4099999999998545,0.4835164835164835,0.5407326007326007,0.0,0.0,0.38358974358974357
0.419999999999618,0.8711355311355311,0.8550183150183149,0.0,0.0,0.8993406593406593
0.4299999999998363,0.4835164835164835,0.5375091575091575,0.0,0.0,0.3843956043956044
0.4399999999995998,0.871941391941392,0.8574358974358974,0.0,0.0,0.9001465201465201
0.4499999999998181,0.4835164835164835,0.5399267399267399,0.0,0.0,0.38520146520146514
0.4600000000000364,0.8711355311355311,0.8574358974358974,0.0,0.0,0.9001465201465201
0.4699999999997999,0.4835164835164835,0.5407326007326007,0.0,0.0,0.3843956043956044
0.4800000000000182,0.8703296703296703,0.8558241758241758,0.0,0.0,0.8993406593406593
0.4899999999997817,0.4867399267399267,0.5334798534798535,0.0,0.0,0.38520146520146514
0.5,0.8727472527472526,0.8493772893772893,0.0,0.0,0.8985347985347986
0.5099999999997635,0.48432234432234433,0.5326739926739926,0.0,0.0,0.3843956043956044
0.5199999999999818,0.8703296703296703,0.8477655677655678,0.0,0.0,0.8993406593406593
0.5299999999997453,0.4835164835164835,0.531062271062271,0.0,0.0,0.38600732600732596
0.5399999999999636,0.8687179487179486,0.8461538461538461,0.0,0.0,0.8969230769230768
0.5499999999997272,0.4835164835164835,0.5294505494505495,0.0,0.0,0.38600732600732596
